published_date,bestsellers_date,list_name,display_name,list_name_encoded,rank,rank_last_week,weeks_on_list,title,author,publisher,description,primary_isbn10,primary_isbn13,amazon_url
2026-06-07,2026-05-23,"Advice, How-To & Miscellaneous","Advice, How-To & Miscellaneous",advice-how-to-and-miscellaneous,10,0,245,"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,,,9780062976581,https://www.amazon.com/Boy-Mole-Fox-Horse/dp/0062976583?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Middle Grade Hardcover,Children’s Middle Grade Hardcover,childrens-middle-grade-hardcover,1,2,544,WONDER,R.J. Palacio,Knopf,A boy with a facial deformity starts school. (Ages 8 to 12),,9780375869020,https://www.amazon.com/dp/B0051ANPZQ?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Middle Grade Hardcover,Children’s Middle Grade Hardcover,childrens-middle-grade-hardcover,2,3,3,WOMBAT WAITING,Katherine Applegate,Storytide,A homeless pup patiently waits for her “special person.” (Ages 8 to 12),,9780063221178,https://www.amazon.com/dp/0063221179?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Middle Grade Hardcover,Children’s Middle Grade Hardcover,childrens-middle-grade-hardcover,3,4,8,KPOP DEMON HUNTERS,Jessica Yoon,Random House,"Huntrix takes on the Saja Boys, a boy band who happen to be demons in disguise. Based on the movie. (Ages 7 to 10)",,9798217234288,https://www.amazon.com/dp/B0G48MXNZV?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Middle Grade Hardcover,Children’s Middle Grade Hardcover,childrens-middle-grade-hardcover,4,5,15,UNSETTLING SALAD!,Aaron Reynolds,Simon & Schuster,Thadeus and Oliver take a bite out of a salad that may bite back! (Ages 6 to 9),,9781665961110,https://www.amazon.com/dp/1665961112?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Middle Grade Hardcover,Children’s Middle Grade Hardcover,childrens-middle-grade-hardcover,5,6,39,GROWING HOME,Beth Ferry,Simon & Schuster,"Talking plants, a grumpy goldfish and an inquisitive spider save the Tupper family from utter ruin. (Ages 6 to 9)",,9781665989817,https://www.amazon.com/dp/1665942487?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Middle Grade Hardcover,Children’s Middle Grade Hardcover,childrens-middle-grade-hardcover,6,7,36,POCKET BEAR,Katherine Applegate,Feiwel & Friends,Zephyrina brings a rare stuffed bear back to the Second Chances Home for the Tossed and Treasured. (Ages 8 to 12),,9781250904362,https://www.amazon.com/dp/1250904366?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Middle Grade Hardcover,Children’s Middle Grade Hardcover,childrens-middle-grade-hardcover,7,8,35,THE COURT OF THE DEAD,Rick Riordan and Mark Oshiro,Disney Hyperion,"Nico, Will and Hazel delve into the mysterious disappearances of monsters at Camp Jupiter. (Ages 10 to 14)",,9781368109116,https://www.amazon.com/dp/136810911X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Middle Grade Hardcover,Children’s Middle Grade Hardcover,childrens-middle-grade-hardcover,8,9,32,THE POISONED KING,Katherine Rundell,Knopf,Christopher and Anya must save the dragons of the Archipelago from a strange new threat. (Ages 10 and up),,9780593809907,https://www.amazon.com/dp/0593809904?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Middle Grade Hardcover,Children’s Middle Grade Hardcover,childrens-middle-grade-hardcover,9,10,24,WAR GAMES,Alan Gratz,Scholastic,"During the 1936 Olympic Games, a young American gymnast is recruited to rob a Nazi bank. (Ages 9 to 12)",,9781338736106,https://www.amazon.com/dp/1338736108?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Middle Grade Hardcover,Children’s Middle Grade Hardcover,childrens-middle-grade-hardcover,10,0,29,TROUBLING TONSILS!,Aaron Reynolds,Simon & Schuster ,Charlie Marmot's infected tonsils have disappeared before surgery! (Ages 6 to 9),,9781665961080,https://www.amazon.com/dp/1665961082?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Picture Books,Children’s Picture Books,picture-books,1,0,1,WE ARE MIGHTY,Sharon McMahon,Knopf,Ordinary Americans who have accomplished extraordinary things. (Ages 4 to 8),,9798217033331,https://www.amazon.com/dp/B0FR79JN7Y?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Picture Books,Children’s Picture Books,picture-books,2,2,37,BECAUSE I HAD A TEACHER,Kobi Yamada,Compendium,An ode to teachers. (Ages 4 to 7),,9781943200085,https://www.amazon.com/Because-Had-Teacher-teachers-everywhere/dp/1943200084?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Picture Books,Children’s Picture Books,picture-books,3,5,26,WHY A DAUGHTER NEEDS A DAD,Gregory E. Lang,Sourcebooks Jabberwocky,A father's love for his daughter. (Ages 4 to 8),,9781492667834,https://www.amazon.com/dp/1492667838?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Picture Books,Children’s Picture Books,picture-books,4,9,39,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR,Eric Carle,Grosset & Dunlap,Celebrating dad with help from that insatiable insect. (Ages 3 to 5),,9781524785895,https://www.amazon.com/Love-Hungry-Caterpillar-World-Carle/dp/152478589X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Picture Books,Children’s Picture Books,picture-books,5,4,101,I WISH YOU MORE,Amy Krouse Rosenthal,Chronicle,A bounty of good wishes. (Ages 5 to 8),,9781452126999,https://www.amazon.com/dp/1452126992?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Picture Books,Children’s Picture Books,picture-books,6,0,19,WHY A SON NEEDS A DAD,Gregory E. Lang,Sourcebooks Wonderland,The bond between father and son. (Ages 4 to 7),,9781728235875,https://www.amazon.com/dp/1728235871?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Picture Books,Children’s Picture Books,picture-books,7,6,22,"SEE YOU LATER, ALLIGATOR!",Sally Hopgood,Sky Pony,A departing tortoise says goodbye to all his animal friends. (Ages 3 to 6),,9781510704848,https://www.amazon.com/dp/1510704841?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Picture Books,Children’s Picture Books,picture-books,8,0,23,"THANK YOU, TEACHER FROM THE VERY HUNGRY CATERPILLAR",Eric Carle,World of Eric Carle,The insatiable insect's pedagogue appreciation. (Ages 3 to 6),,9780593226186,https://www.amazon.com/dp/0593226186?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Picture Books,Children’s Picture Books,picture-books,9,3,2,KINDERGARTEN GRADUATION!,Jennifer Liberts,Golden,Matteo graduates from kindergarten! (Ages 2 to 5),,9780593704851,https://www.amazon.com/dp/0593704851?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s Picture Books,Children’s Picture Books,picture-books,10,8,462,THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,A celebration of future possibilities. (Ages 3 to 7),,9780385376716,http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s & Young Adult Series,Children’s & Young Adult Series,series-books,1,2,897,DIARY OF A WIMPY KID,Jeff Kinney,Amulet,The travails and challenges of adolescence. (Ages 9 to 12),,9781419782695,https://www.amazon.com/dp/141978269X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s & Young Adult Series,Children’s & Young Adult Series,series-books,2,1,424,THE HUNGER GAMES,Suzanne Collins,Scholastic,"In a dystopia, a girl fights for survival on live TV. (Ages 12 and up)",,9781546171461,https://www.amazon.com/dp/1546171460?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s & Young Adult Series,Children’s & Young Adult Series,series-books,3,7,73,BOYS OF TOMMEN,Chloe Walsh,Bloom,"In Ireland, friends at the private school Tommen College prepare for adulthood. (Ages 16 to 18)",,9781464277061,https://www.amazon.com/dp/1464277060?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s & Young Adult Series,Children’s & Young Adult Series,series-books,4,3,118,THE WILD ROBOT,Peter Brown,"Little, Brown","Roz the robot adapts to her surroundings on a remote, wild island. (Ages 7 to 12)",,9780316581097,https://www.amazon.com/dp/0316581097?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s & Young Adult Series,Children’s & Young Adult Series,series-books,5,4,243,WINGS OF FIRE,Tui T. Sutherland,Scholastic,Only the five dragonets of destiny can unite the seven warring dragon tribes. (Ages 9 to 12),,9781546129547,https://www.amazon.com/dp/1546129545?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s & Young Adult Series,Children’s & Young Adult Series,series-books,6,5,896,HARRY POTTER,J.K. Rowling,Scholastic,A wizard hones his conjuring skills in the service of fighting evil. (Ages 10 and up),,9781546148500,https://www.amazon.com/dp/1546148507?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s & Young Adult Series,Children’s & Young Adult Series,series-books,7,6,829,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,A boy battles mythological monsters. (Ages 9 to 12),,9781368051477,https://www.amazon.com/dp/1368051472?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s & Young Adult Series,Children’s & Young Adult Series,series-books,8,9,331,MAGIC TREE HOUSE,Mary Pope Osborne,Stepping Stone/Random House,These siblings can overcome space and time. (Ages 6 to 9),,9780375813658,https://www.amazon.com/dp/0375813659?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s & Young Adult Series,Children’s & Young Adult Series,series-books,9,8,2,THE NATURALS,Jennifer Lynn Barnes,"Little, Brown","Cassie Hobbes joins the Naturals, an F.B.I. program for teens with intrinsic crime-solving abilities. (Ages 12 to 17)",,9780316540629,https://www.amazon.com/dp/0316540625?tag=thenewyorktim-20
2026-06-07,2026-05-23,Children’s & Young Adult Series,Children’s & Young Adult Series,series-books,10,0,220,A GOOD GIRL'S GUIDE TO MURDER,Holly Jackson,Delacorte,Pippa Fitz-Amobi solves murderous crimes. (Ages 14 and up),,9798217116775,https://www.amazon.com/dp/B0DSP89XNZ?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Hardcover,Young Adult Hardcover,young-adult-hardcover,1,2,7,RELEASE ME,Tahereh Mafi,Storytide,The romantic tension mounts between Rosabelle and James as the fight in the New Republic continues. (Ages 14 and up),,9780063419056,https://www.amazon.com/dp/006341905X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Hardcover,Young Adult Hardcover,young-adult-hardcover,2,1,7,THE ESCAPE GAME,Marissa Meyer and Tamara Moss,Putnam,A real murder takes place on an escape room-themed game show. (Ages 14 and up),,9798217006120,https://www.amazon.com/dp/B0FCXKKXRR?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Hardcover,Young Adult Hardcover,young-adult-hardcover,3,3,34,FAKE SKATING,Lynn Painter,Simon & Schuster,"After years of separation, the childhood friends Alec and Dani reunite and face their true feelings toward each other. (Ages 14 and up)",,9781665921268,https://www.amazon.com/dp/1665921269?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Hardcover,Young Adult Hardcover,young-adult-hardcover,4,6,3,US DARK FEW,Alexis Patton,Bloom,Khalani Kanes struggles to survive in an underground prison for a crime she did not commit. (Ages 15 to 18),,9781464278112,https://www.amazon.com/dp/1464278113?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Hardcover,Young Adult Hardcover,young-adult-hardcover,5,9,6,THE THORN QUEEN,Sasha Peyton Smith,HarperCollins,"Ivy Benton, now the queen of England, schemes to dethrone her husband, save her sister and reunite with her true love, Emmett. (Ages 13 and up)",,9780063372573,https://www.amazon.com/dp/0063372576?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Hardcover,Young Adult Hardcover,young-adult-hardcover,6,5,29,IF ONLY I HAD TOLD HER,Laura Nowlin,Sourcebooks Fire,"In this companion to “If He Had Been With Me,” the story of Finn and Autumn is told through three different perspectives. (Ages 14 to 18)",,9781464254529,https://www.amazon.com/dp/1464254524?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Hardcover,Young Adult Hardcover,young-adult-hardcover,7,7,15,BETTER THAN THE MOVIES,Lynn Painter,Simon & Schuster,Hopeless romantic Liz has a crush on Michael but finds out that she likes being around her neighbor Wes. (Ages 12 and up),,9781665990301,https://www.amazon.com/dp/1665990309?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Hardcover,Young Adult Hardcover,young-adult-hardcover,8,4,3,CHANGE OF PLANS,Sarah Dessen,Simon & Schuster,"The coming-of-age love story of a girl named Finley, who goes on a last-minute trip with her distant mother. (Ages 12 and up)",,9798347108770,https://www.amazon.com/dp/B0FH5CCR7R?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Hardcover,Young Adult Hardcover,young-adult-hardcover,9,0,12,THE SUN AND THE STARMAKER,Rachel Griffin,Sourcebooks Fire,The Starmaker senses a powerful magic within Aurora Finch and requests that she come study under his tutelage. (Ages 14 to 18),,9781728256184,https://www.amazon.com/dp/1728256186?tag=thenewyorktim-20
2026-06-07,2026-05-23,Young Adult Hardcover,Young Adult Hardcover,young-adult-hardcover,10,8,3,STORM BREAKER,Nisha J. Tuli,Mayhem,"In a dystopia, Poet Graves enters Amery Academy and is drawn to an outsider who may threaten her life as she knows it. (Ages 16 and up)",,9781682816684,https://www.amazon.com/dp/1682816680?tag=thenewyorktim-20
2026-06-07,2026-05-23,"Audio Advice, How-To & Misc","Audio Advice, How-To & Misc",audio-advice-how-to-and-miscellaneous,1,0,2,THE LET THEM THEORY,Mel Robbins,Audible Studios,"Read by the author. 10 hours, 38 minutes unabridged.",,9798350429084,https://www.amazon.com/dp/1401971369?tag=thenewyorktim-20
2026-06-07,2026-05-23,"Audio Advice, How-To & Misc","Audio Advice, How-To & Misc",audio-advice-how-to-and-miscellaneous,2,0,2,ATOMIC HABITS,James Clear,Penguin Audio,"Read by the author. 5 hours, 35 minutes unabridged.",,9781524779269,https://www.amazon.com/dp/0735211299?tag=thenewyorktim-20
2026-06-07,2026-05-23,"Audio Advice, How-To & Misc","Audio Advice, How-To & Misc",audio-advice-how-to-and-miscellaneous,3,0,1,THE MEANING OF YOUR LIFE,Arthur C. Brooks,Penguin Audio,"Read by the author. 6 hours, 42 minutes unabridged.",,9798217282111,https://www.amazon.com/dp/0593545427?tag=thenewyorktim-20
2026-06-07,2026-05-23,"Audio Advice, How-To & Misc","Audio Advice, How-To & Misc",audio-advice-how-to-and-miscellaneous,4,0,2,THE 48 LAWS OF POWER,Robert Greene,HighBridge,"Read by Richard Poe. 23 hours, 6 minutes unabridged.",,9781622318643,https://www.amazon.com/dp/0140280197?tag=thenewyorktim-20
2026-06-07,2026-05-23,"Audio Advice, How-To & Misc","Audio Advice, How-To & Misc",audio-advice-how-to-and-miscellaneous,5,0,1,START WITH YOURSELF,Emma Grede,Simon & Schuster Audio,"Read by the author. 9 hours, 14 minutes unabridged.",,9781668126349,https://www.amazon.com/dp/1668085488?tag=thenewyorktim-20
2026-06-07,2026-05-23,"Audio Advice, How-To & Misc","Audio Advice, How-To & Misc",audio-advice-how-to-and-miscellaneous,6,0,1,DROWNPROOF,Andy Stumpf,Macmillan Audio,"Read by Jocko Willink and the author. 6 hours, 29 minutes unabridged.",,9781250433770,https://www.amazon.com/dp/125037961X?tag=thenewyorktim-20
2026-06-07,2026-05-23,"Audio Advice, How-To & Misc","Audio Advice, How-To & Misc",audio-advice-how-to-and-miscellaneous,7,0,1,WHAT TO MAKE OF A LIFE,Jim Collins,Harper Edge,"Read by the author. 13 hours, 31 minutes unabridged.",,9780063488786,https://www.amazon.com/dp/B0FH5M989Y?tag=thenewyorktim-20
2026-06-07,2026-05-23,"Audio Advice, How-To & Misc","Audio Advice, How-To & Misc",audio-advice-how-to-and-miscellaneous,8,0,1,THE MOUNTAIN IS YOU,Brianna Wiest,Thought Catalog,"Read by Stacey Glemboski. 5 hours, 44 minutes unabridged.",,DBKACX0303323,https://www.amazon.com/dp/1949759229?tag=thenewyorktim-20
2026-06-07,2026-05-23,"Audio Advice, How-To & Misc","Audio Advice, How-To & Misc",audio-advice-how-to-and-miscellaneous,9,0,1,THE NEW PERIMENOPAUSE,Mary Claire Haver,Random House Audio,Read by Devon Sorvari and the author. 10 hours 49 minutes unabridged.,,9798217279142,https://www.amazon.com/dp/0593736613?tag=thenewyorktim-20
2026-06-07,2026-05-23,"Audio Advice, How-To & Misc","Audio Advice, How-To & Misc",audio-advice-how-to-and-miscellaneous,10,0,2,NEVER SPLIT THE DIFFERENCE,Chris Voss with Tahl Raz,Harper Business,"Read by Michael Kramer. 8 hours, 7 minutes unabridged.",,9780062471253,https://www.amazon.com/dp/0062407805?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,1,0,1,HARRY POTTER AND THE HALF-BLOOD PRINCE (FULL-CAST EDITION),J.K. Rowling,Pottermore and Audible Studios,"The sixth book in the Harry Potter series. Read by Hugh Laurie et al. 17 hours, 24 minutes unabridged.",,9781789392913,https://www.amazon.com/dp/B0F14Y9VTD?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,2,0,2,HARRY POTTER AND THE ORDER OF THE PHOENIX (FULL-CAST EDITION),J.K. Rowling,Pottermore and Audible Studios,"The fifth book in the Harry Potter series. Read by Hugh Laurie et al. 26 hours, 39 minutes unabridged.",,9781789392906,https://www.amazon.com/dp/B0F154RT46?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,3,0,2,HARRY POTTER AND THE SORCERER’S STONE (FULL-CAST EDITION),J.K. Rowling,Pottermore and Audible Studios,"A young wizard discovers his magical heritage. Read by Hugh Laurie et al. 8 hours, 41 minutes unabridged.",,9781789392869,https://www.amazon.com/dp/B0F14PDX2Z?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,4,0,2,HARRY POTTER AND THE GOBLET OF FIRE (FULL-CAST EDITION),J.K. Rowling,Pottermore and Audible Studios,"The fourth book in the Harry Potter series. Read by Hugh Laurie et al. 20 hours, 13 minutes unabridged.",,9781789392890,https://www.amazon.com/dp/B0F14R9M8Y?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,5,0,2,HARRY POTTER AND THE PRISONER OF AZKABAN (FULL-CAST EDITION),J.K. Rowling,Pottermore and Audible Studios,"The third book in the Harry Potter series. Read by Hugh Laurie et al. 11 hours, 32 minutes unabridged.",,9781789392883,https://www.amazon.com/dp/B0F155MX8X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,6,0,2,HARRY POTTER AND THE CHAMBER OF SECRETS (FULL-CAST EDITION),J.K. Rowling,Pottermore and Audible Studios,"The second book in the Harry Potter series. Read by Hugh Laurie et al. 9 hours, 37 minutes unabridged.",,9781789392876,https://www.amazon.com/dp/B0F151V9H2?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,7,0,2,SUNRISE ON THE REAPING,Suzanne Collins,Scholastic Audio,"The fifth book in the “Hunger Games” series. Read by Jefferson White. 12 hours, 48 minutes unabridged.",,9781546171492,https://www.amazon.com/dp/1546171460?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,8,0,2,THE HUNGER GAMES,Suzanne Collins,Scholastic Audio,"In a dystopia, a girl fights for survival on live TV. Read by Tatiana Maslany. 10 hours, 35 minutes unabridged.",,9781338334906,https://www.amazon.com/dp/0439023521?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,9,0,2,HARRY POTTER AND THE SORCERER'S STONE,J.K. Rowling,Pottermore,"A young wizard discovers his magical heritage. Read by Jim Dale. 8 hours, 18 minutes unabridged.",,9781781102633,https://www.amazon.com/dp/1338878921?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,10,0,1,CATCHING FIRE,Suzanne Collins,Scholastic Audio,"The second book in the “Hunger Games” series. Read by Tatiana Maslany. 11 hours, 3 minutes unabridged.",,9781338589016,https://www.amazon.com/dp/0545586178?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,11,0,1,THE BALLAD OF SONGBIRDS AND SNAKES,Suzanne Collins,Scholastic Audio,"A prequel to “The Hunger Games.” Read by Santino Fontana. 16 hours, 16 minutes unabridged.",,9781338635201,https://www.amazon.com/dp/1339016575?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,12,0,1,MOCKINGJAY,Suzanne Collins,Scholastic Audio,"The third book in the “Hunger Games” series. Read by Tatiana Maslany. 11 hours, 19 minutes unabridged.",,9781338589047,https://www.amazon.com/dp/0545663261?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,13,0,2,HARRY POTTER AND THE DEATHLY HALLOWS,J.K. Rowling,Pottermore,"The seventh book in the Harry Potter series. Read by Jim Dale. 21 hours, 36 minutes unabridged.",,9781781102695,https://www.amazon.com/dp/B0F14VX598?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,14,0,2,HARRY POTTER AND THE CHAMBER OF SECRETS,J.K. Rowling,Pottermore,"The second book in the Harry Potter series. Read by Jim Dale. 9 hours, 2 minutes unabridged.",,9781781102640,https://www.amazon.com/dp/B0192CTMW8?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Children's,Audio Children's,audio-childrens,15,0,2,HARRY POTTER AND THE PRISONER OF AZKABAN,J.K. Rowling,Pottermore,"The third book in the Harry Potter series. Read by Jim Dale. 11 hours, 49 minutes unabridged.",,9781781102657,https://www.amazon.com/dp/0439136350?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,1,0,30,PROJECT HAIL MARY,Andy Weir,Audible Studios,"Ryland Grace awakes from a long sleep alone and far from home, and the fate of humanity rests on his shoulders. Read by Ray Porter. 16 hours, 10 minutes unabridged.",,9781603935470,https://www.amazon.com/dp/0593135202?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,2,0,5,THEO OF GOLDEN,Allen Levi,Simon Maverick,"A man travels to a small Southern town, where he purchases pencil drawings of local residents and exchanges them for stories. Read by David Morse. 13 hours, 12 minutes unabridged.",,9781668173107,https://www.amazon.com/dp/0008819424?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,3,0,1,GAME ON,Navessa Allen,Zando Penguin Audio,"The third book of the Into Darkness series. Tyler seeks revenge against his father and pretends to be Stella’s boyfriend. Read by James Cassidy, Tara Langella and Christopher Tester. 12 hours, 22 minutes unabridged.",,9798217344635,https://www.amazon.com/dp/1638932271?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,4,0,12,DUNGEON CRAWLER CARL,Matt Dinniman,Audible Studios,"A Coast Guard vet named Carl and his ex-girlfriend’s cat, Princess Donut, are trapped in a fantasy dungeon. Read by Jeff Hays. 13 hours, 31 minutes unabridged.",,9783748087328,https://www.amazon.com/dp/059382024X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,5,0,1,YESTERYEAR,Caro Claire Burke,Random House Audio,"Natalie Heller Mills, a privileged tradwife social media influencer, wakes up to find she is living in the comparatively difficult reality of 1855. Read by Rebecca Lowman. 13 hours, 47 minutes unabridged.",,9798217174331,https://www.amazon.com/dp/B0FM6KK5PT?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,6,0,7,THE CORRESPONDENT,Virginia Evans,Random House Audio,"Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive. Read by Maggi-Meg Reed, Jane Oppenheimer et al. 8 hours, 36 minutes unabridged.",,9798217066377,https://www.amazon.com/dp/0593798430?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,7,0,8,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,Audible Studios,"The second book in the Dungeon Crawler Carl series. Read by Jeff Hays. 11 hours, 28 minutes unabridged.",,9783748087335,https://www.amazon.com/dp/0593820266?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,8,0,1,RITES OF THE STARLING,Devney Perry,Recorded Books,"The second book in the “Shield of Sparrows” series. Secrets uncovered may stop the devastation of a cursed realm. Read by Jason Clarke, Samantha Brentmoor and Megan Wicks. 17 hours, 23 minutes unabridged.",,9798898853822,https://www.amazon.com/dp/142053758X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,9,0,7,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,Audible Studios,"The third book in the Dungeon Crawler Carl series. Carl and Donut are up against a subway system filled with monsters. Read by Jeff Hays and the Critical Drinker. 16 hours, 54 minutes unabridged.",,9783748087342,https://www.amazon.com/dp/B094X214V9?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,10,0,3,THE GATE OF THE FERAL GODS,Matt Dinniman,Audible Studios,"The fourth book in the Dungeon Crawler Carl series. Obstacles abound on the fifth floor of the dungeon. Read by Jeff Hays. 18 hours, 3 minutes unabridged.",,9783748087359,https://www.amazon.com/dp/0593955978?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,11,0,3,THE BUTCHER'S MASQUERADE,Matt Dinniman,Audible Studios,"The fifth book in the Dungeon Crawler Carl series. The action moves to the sixth floor, which is known as the Hunting Grounds. Read by Jeff Hays. 23 hours, 33 minutes unabridged.",,9783748087366,https://www.amazon.com/dp/0593955994?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,12,0,3,THE EYE OF THE BEDLAM BRIDE,Matt Dinniman,Audible Studios,"The sixth book in the Dungeon Crawler Carl series. On the eighth floor, Carl and Donut must capture a dangerous monster. Read by Jeff Hays, Patrick Warburton, Travis Baldree and Annie Ellicott. 26 hours, 46 minutes unabridged.",,9783748087373,https://www.amazon.com/dp/059395601X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,13,0,4,MY HUSBAND'S WIFE,Alice Feeney,Macmillan Audio,"In an old house in a seaside town, things may not be what they appear to be. Read by Bel Powley, Henry Rowley and Richard Armitage. 8 hours, 58 minutes unabridged.",,9781250429797,https://www.amazon.com/dp/125042979X?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,14,0,2,THE NIGHT WE MET,Abby Jimenez,Hachette Audio,"Larissa makes a choice after a concert to ride home with Chris’s best friend, which may cause life-changing results. Read by Teresa Palmer and Zachary Webber. 9 hours, 52 minutes unabridged.",,9781668652664,https://www.amazon.com/dp/0349442843?tag=thenewyorktim-20
2026-06-07,2026-05-23,Audio Fiction,Audio Fiction,audio-fiction,15,0,5,THIS INEVITABLE RUIN,Matt Dinniman,Audible Studios,"The seventh book in the Dungeon Crawler Carl series. After becoming fully self-aware, the NPCs join the Faction Wars. Read by Jeff Hays and Travis Baldree. 28 hours, 40 minutes unabridged.",,9798350430479,https://www.amazon.com/dp/B0F74CH248?tag=thenewyorktim-20
